,returns,CDF for h = 0.001,CDF for h = 0.003,CDF for h = 0.01
2233,-0.5488852823096295,-0.001327322190326114,-0.0012212023659032851,-0.001380626708526423
203,-0.5487364129702728,-0.0013122532928431054,-0.001342111842676402,-0.001314805006402064
474,-0.5487214208018643,-0.0013435827171658556,-0.001369237764712256,-0.0013545662969153011
904,-0.5484694203598506,-0.0014756673192058765,-0.0013574691995986994,-0.0013406949157272338
215,-0.5482245052766463,-0.001316886910544015,-0.0013128717657101773,-0.0013580124833126042
1017,-0.5472156518953573,-0.001504976897530765,-0.00136071521927399,-0.001320637723933843
2200,-0.5468113552795626,-0.0012773292781804839,-0.0013237337904909794,-0.0013410405948181313
1399,-0.5467389856520577,-0.0011342778164155091,-0.0014592588932221034,-0.0013684046863476768
2012,-0.5456056483990199,-0.0012833638899296918,-0.0014039718284439033,-0.0014065378329715242
315,-0.5449754891089325,-0.001404467333938421,-0.0013332661405589363,-0.0013386639234136053
1633,-0.5433820908780465,-0.0012738696234620664,-0.0014072485562045907,-0.001320930301941094
2295,-0.5423279839522288,-0.0012019909289051561,-0.0013083935045912305,-0.0013904179363956324
1906,-0.5402226037654347,-0.0012294501654762393,-0.001308623464590675,-0.0014027431454520943
2393,-0.539596536462388,-0.0011477443536475225,-0.0012925950529369835,-0.0013721953649901122
2170,-0.5388903782389225,-0.0013696937166981905,-0.0013954592048204778,-0.0013417344335993095
1535,-0.5383352437409081,-0.00127046561838102,-0.0014124883780028993,-0.0014051832168355549
587,-0.537150161216569,-0.0013331833976700604,-0.001381519264484466,-0.0014147897984517581
2076,-0.5371227699764942,-0.0014259880611084217,-0.0014431695723775254,-0.001360740305618173
1373,-0.5368854395760492,-0.0014360926682904236,-0.0013528988731607529,-0.0013451784087074978
1282,-0.5366584684677327,-0.0014151375664250123,-0.0013376498557881433,-0.0013398648187737331
1965,-0.5365476398967997,-0.001180781556308553,-0.0014238061553298088,-0.0013328715909114127
1130,-0.5325946660337195,-0.0014709746627430814,-0.001317163779260721,-0.0013112228056980303
2362,-0.5320902064772461,-0.001385007434693083,-0.0013867647210651609,-0.0013458075565005712
2209,-0.5318959441023041,-0.0013281933737660527,-0.001377209858653745,-0.0013410469680928752
2473,-0.5296355016514651,-0.0013286929460510207,-0.0012835136332651226,-0.0013775556472791857
1478,-0.5294380133109404,-0.0012557119399696202,-0.0013274379037857525,-0.0013225735302418483
780,-0.5268108434548175,-0.001354920531777518,-0.0012990239464475066,-0.0013172592429365989
101,-0.5264845690487181,-0.001451866170991994,-0.0013996457989511935,-0.0013138630201790925
285,-0.5229906325688243,-0.0012667337009825556,-0.0013964952319095233,-0.0013377123650495594
429,-0.5225427115076233,-0.001213580974960973,-0.00128435851440192,-0.0013406784922711198
1538,-0.52212260549686,-0.001280354411423689,-0.001294626088566271,-0.0013552492588836816
2035,-0.5217652456392794,-0.0012504431981504396,-0.001265779376718771,-0.001369800613753926
1665,-0.5213970070125031,-0.001394276616355016,-0.00138893765501533,-0.0013441643747135101
147,-0.5213943315325285,-0.0012940655461866183,-0.0013545457399579955,-0.0013286064379692067
271,-0.5201905876245125,-0.0014315350912057264,-0.001326168322371676,-0.00133216771092374
206,-0.5198149796378295,-0.0013804352431264716,-0.0012924903013876658,-0.0013705358159294438
2050,-0.5186194331111331,-0.0013617431602101374,-0.0012911032891572672,-0.0013469118313041881
2005,-0.5185892660001481,-0.001455522535218717,-0.0014424410552370047,-0.0013363930995503623
1384,-0.5177264984373458,-0.0014522082361123183,-0.001274273285459739,-0.0013770745836504002
892,-0.5170202565556834,-0.0013448086304507973,-0.001389278788072966,-0.0013246098647955345
2091,-0.5160724301698594,-0.001323793714734526,-0.0014405121793789003,-0.001385790852966323
99,-0.5156698479490678,-0.00143309889959603,-0.0013459914817343039,-0.0013118080909346787
2374,-0.5152504620947977,-0.0013981901301183116,-0.0013020656002955087,-0.0013099362785142941
155,-0.5145888514411159,-0.0012234867831759696,-0.0013273654573589875,-0.0013854318831980042
2156,-0.5135770059275899,-0.0012386112171407944,-0.0014383785556059694,-0.0013748720673057995
635,-0.5126947509310376,-0.0012876089536160006,-0.0013685825389095948,-0.0013104231881443593
858,-0.512576143006781,-0.0014885030274559943,-0.0014102308082672658,-0.0013813490705860325
574,-0.51243790326986,-0.0013931443973318105,-0.0014527443610240518,-0.0013358859604253605
830,-0.5118675674214419,-0.0014205798038680452,-0.0012952048604010125,-0.001349930642518154
1663,-0.5117956072059293,-0.001264929046400706,-0.0013232114321145277,-0.0012992343954681441
158,-0.5109885193825741,-0.0013730339297325612,-0.001187442967381224,-0.0013587014157899306
962,-0.5091805301129468,-0.0012846258749879985,-0.0013203613353482584,-0.0013827941428865146
870,-0.5079707846964299,-0.0012625378854432144,-0.0012950872334278796,-0.0013059176393885367
571,-0.507600489814124,-0.0013638075996721735,-0.0013845587919276852,-0.0013532550634150354
1052,-0.5050892652984387,-0.0013925809810470462,-0.001583544259884078,-0.0013780015273695686
1521,-0.5044058379071097,-0.001302700695749291,-0.0013084479607879669,-0.001373490377625861
327,-0.5032107475409924,-0.0012934268995632924,-0.0012837799877350093,-0.0013580201672752379
1886,-0.5027931105823817,-0.001419442549936526,-0.0013222512704522832,-0.001353576826356901
279,-0.5014294138153035,-0.0012792181467582656,-0.0014360084406626914,-0.0013501057280397228
1659,-0.4994862046178503,-0.0014299622803581773,-0.001276360618803926,-0.0013237731405527993
1261,-0.4990819955070158,-0.0012478102863167128,-0.0015326994264311647,-0.0013606301763103889
1611,-0.49881686997203745,-0.0013766007410737876,-0.001335638899612697,-0.0013386565620192347
269,-0.49818640530495495,-0.0013176738896427504,-0.0013515223396949002,-0.0013785670370374341
1143,-0.4979347662916189,-0.001526719765787021,-0.0014094569236772594,-0.0013336132807118936
2020,-0.4964068633131933,-0.0012871468163204143,-0.001354346013622856,-0.0013118250973294173
2462,-0.49604092075196604,-0.0013476459976692245,-0.0014036088056913853,-0.0013315433584653977
1597,-0.495911175002278,-0.0014444524890032528,-0.001283177926487167,-0.0013017515567182894
2418,-0.49534991602906797,-0.0013489741882351087,-0.0014202568429967535,-0.0013044579821938334
616,-0.4947702203634763,-0.0013561677528065776,-0.0013521685136633882,-0.0013764576292232271
2022,-0.49451772185149667,-0.0013984476566585614,-0.0013192770455747029,-0.00131644635052926
1395,-0.49322288595918873,-0.001256883880748897,-0.00131680150670305,-0.0012819439720988014
967,-0.4927344951914241,-0.0013615691504908116,-0.0013662027077973027,-0.0013563237451373032
1160,-0.4917249283264702,-0.0014446079888439007,-0.0012499796995069944,-0.0013682667772278272
1336,-0.491177818247752,-0.0013783994510571974,-0.0012813820061074257,-0.001360537190840127
2285,-0.4909220911566603,-0.0014170973334351996,-0.0013353876297775803,-0.0013353477779408766
2466,-0.4901308490726852,-0.0012901003233682796,-0.001232087913102477,-0.0013530616239931456
510,-0.490077079471372,-0.0013014501934945169,-0.001344930062416296,-0.001394244816906822
1181,-0.4898307389143137,-0.0011656738519915557,-0.0013925409831222332,-0.0013601461878185814
551,-0.48896798701504474,-0.0013481078417877214,-0.001392032333247576,-0.0014393796295438912
763,-0.4861952392271205,-0.0012726220127140364,-0.0014106007036075922,-0.0013283624450456683
2461,-0.48602194555473566,-0.0013839498418861287,-0.0014091477333687354,-0.0013665124885374467
796,-0.4857502444159132,-0.0013318807853375885,-0.0013119324324396622,-0.001357252233853203
37,-0.4855819270016455,-0.0013785890195943755,-0.0014105152491901726,-0.0013576864490476446
2169,-0.48502379348470903,-0.0012330844277578354,-0.0013511646417760884,-0.0013392786700623224
2384,-0.48465692842485586,-0.001443879757956438,-0.0012582940994164595,-0.0013479180596532988
2090,-0.48460785982655374,-0.0014350088923669243,-0.0014113930458258261,-0.001371996448634343
2131,-0.48269706539110224,-0.001413673521774832,-0.001348874260361091,-0.0013483555384570971
1624,-0.48155612365819844,-0.0012017444815173308,-0.0013114973339318878,-0.0013670833994561592
1023,-0.4800043468713877,-0.0014188223582145124,-0.0014067586714644731,-0.0013996295057186919
1344,-0.4794093472064631,-0.0013980086926876807,-0.0013217107281215277,-0.0013516926241100246
2040,-0.4791967980662146,-0.0012398233398320932,-0.0014375470486498682,-0.0013664058407477388
183,-0.4778166879747514,-0.0014593889589644643,-0.001334910422764018,-0.0013582296524046193
1260,-0.47776996618251255,-0.001227498424837931,-0.0013890114900160745,-0.0013215215240170088
773,-0.4773428692895938,-0.0013833326201027664,-0.0012684145797219736,-0.0013677316706332088
1477,-0.4761281142085503,-0.0011477986507687581,-0.0013599543570810366,-0.0014150942786046047
2248,-0.4758210482305061,-0.0012130306512107998,-0.0012865223961001791,-0.0014051588618476853
1594,-0.47558922031231954,-0.0012643857916636422,-0.00136330449144681,-0.0012948700267104744
743,-0.47416866409711655,-0.0013867517623013168,-0.001391374724682079,-0.0013057462811793018
655,-0.47301259096274983,-0.0013306300543060013,-0.001231267014704272,-0.0013575091985603594
451,-0.4725992984503329,-0.00129165229430911,-0.0014344256988283771,-0.0013078690632092852
2192,-0.47128350023553356,-0.0013398874565084947,-0.001327334380755269,-0.0013630610954804678
2301,-0.47113043798520815,-0.001150647210517826,-0.00132150664714842,-0.0013388722129851255
242,-0.4710615605028674,-0.0012700608660225494,-0.0013110344364611675,-0.0013650051678387204
1064,-0.47096837507455414,-0.001105930548453607,-0.0013697859962921762,-0.0013233100893298368
2463,-0.47064922919648566,-0.0014275699385131939,-0.0014142852859681094,-0.001327695152184373
1454,-0.47014346893129666,-0.0014015965755145095,-0.0013523822378087122,-0.0013312539321504871
1524,-0.46896182616361015,-0.001453406299032218,-0.0013813294550090933,-0.0013799743128653068
1746,-0.4686401077789335,-0.0011877720687999852,-0.001467896678113349,-0.0013456836289612122
813,-0.4680917347137894,-0.001199570374824344,-0.0013396786744213325,-0.0013842988833369467
1214,-0.46781248470955794,-0.001318624584077691,-0.0014158860929196209,-0.0013386683088642975
847,-0.4673968690351702,-0.0012602185431025955,-0.0013243349833590348,-0.0013792657253566699
1162,-0.46669780187903576,-0.0011879568475926547,-0.0013367125571959759,-0.0014059660719303992
1193,-0.46518390317821545,-0.0013667637164233573,-0.0013015642690781155,-0.001320398581664623
14,-0.464707131246336,-0.0014454298513822284,-0.0013795910301040175,-0.0013334864878171897
2198,-0.46338834512008664,-0.0012759414731584218,-0.0013258876267333007,-0.001315280668578503
1314,-0.4622380509658659,-0.001347215765947059,-0.0014444907687005354,-0.0013152965878909868
711,-0.4612166903498707,-0.0012205824835681846,-0.0014268401329172193,-0.001286829648564814
356,-0.4607715986734302,-0.0015183334824656108,-0.001441194709323802,-0.0012932524159179047
599,-0.4604172165670768,-0.0012276854525885368,-0.001377174124178522,-0.0013661785911497496
67,-0.45904054155488283,-0.0015599459073881521,-0.0013533174454111753,-0.001288923991661496
1664,-0.4582578178879362,-0.0013417676503479949,-0.0012827895738858192,-0.0013093607718589163
2166,-0.4582499585713429,-0.0012028106596178804,-0.0013349061484850642,-0.0013369813116705942
968,-0.4577183405423968,-0.0013072575885264795,-0.0013214081454269058,-0.0013649159488216033
1189,-0.45670272003316503,-0.0013915031946721927,-0.0013125649727432213,-0.0013743681990410841
910,-0.45650431419221293,-0.0015024743182290934,-0.0013102035960349146,-0.001439528205722421
167,-0.45556088476391166,-0.0013009838943198234,-0.0013761022944604618,-0.001319695884994021
2397,-0.45503572949395665,-0.00130411427980371,-0.0012581378989792317,-0.0013526220403540753
2023,-0.4540400035089116,-0.0012978871861487732,-0.0013004983094556657,-0.0012880268649443794
811,-0.4534122334380011,-0.0012681579532958338,-0.0014422583768709265,-0.001350817535602004
1178,-0.4514846299352877,-0.0013708458791713742,-0.0013958632308284041,-0.0013862800701222439
1650,-0.45092657146444726,-0.0011974556252700563,-0.0013101586467330097,-0.0013892866395671826
672,-0.45019975470828566,-0.001229722528737569,-0.0013375866357567706,-0.0013517063500988716
719,-0.44799449066967,-0.0011597008393937293,-0.0013600892751753607,-0.001349148109680023
721,-0.44787062465879046,-0.0015765443017545602,-0.0013157042955171424,-0.0013262671810084809
1235,-0.4478128102076513,-0.0013786383023226497,-0.0013213089435911041,-0.0013261476058800577
558,-0.44749674717490917,-0.0013010180278618302,-0.0013478941765513747,-0.001358965748273337
2087,-0.442366112744744,-0.0012337932517934745,-0.001221052992179835,-0.0013058254039512397
1848,-0.44206447445608665,-0.0012722483551292167,-0.0012635058294250066,-0.0013466678937873637
460,-0.441676504759986,-0.0011769300025693931,-0.00141167124513298,-0.0013848058388561872
1363,-0.4415681043987185,-0.001361116416442711,-0.0013098099761111287,-0.001352732997653448
1475,-0.44142429890620094,-0.0012268796261897415,-0.0013717587814292091,-0.0013390718549497155
326,-0.4401614285276836,-0.0012621258939453266,-0.0013436704601029453,-0.0013576822604555612
861,-0.43893421658063336,-0.0012300402546369822,-0.001354284260938627,-0.001332276744866552
1502,-0.4359722048984134,-0.0012718105626817805,-0.0013915858149696723,-0.0013397173041994894
1387,-0.43519957389820063,-0.001530355686363077,-0.001373831247242961,-0.0013347130375023356
1541,-0.43517503976529537,-0.0013524350680087886,-0.0014007821420307872,-0.0012988214767457478
1581,-0.43402796897275486,-0.0013734557088890286,-0.001331984561412814,-0.001325165251389535
1534,-0.43232008535954725,-0.0012483100294099754,-0.001355477666904813,-0.0013333343503408143
157,-0.4322098643628909,-0.001224122979119847,-0.001417295923143055,-0.0013552120819107839
303,-0.431872960745344,-0.0013440648638575934,-0.0013340387677840218,-0.0013655231493219864
1161,-0.431635259312634,-0.0013868711438388514,-0.001337310235471045,-0.001369517049809892
404,-0.43001869066725407,-0.001423761239430104,-0.0013093951593008725,-0.0013570069872680857
360,-0.42997350784468,-0.0014280016878329693,-0.001431643293291275,-0.0013879546845515394
1692,-0.4296543643195305,-0.0013743561111132264,-0.001273270919714113,-0.0013907822872305817
2176,-0.42934825997121373,-0.0014479039156414136,-0.001343695628672748,-0.0013469965978402689
673,-0.4274590653913257,-0.0012120177546986284,-0.001287131591770172,-0.0013508304048801111
1970,-0.4271000063123438,-0.0013321228995047895,-0.001274297116744494,-0.0013257977372627407
688,-0.42497258959272366,-0.0013730395821669556,-0.001393794763662426,-0.0013323834319355725
988,-0.42485304681510416,-0.0012395897840509263,-0.0013126051388200272,-0.0013355806959640334
1715,-0.42404291110042913,-0.0013621697262517641,-0.0014215784587628282,-0.001377843157181989
535,-0.42172856153379734,-0.0013260707019879855,-0.0013281350845780018,-0.0013252439420581698
1934,-0.41944674183443675,-0.0013411139476198779,-0.001331560232513086,-0.0013365106675549648
1705,-0.4194322189844142,-0.0011763732522754723,-0.001219713224174906,-0.0013083731828256598
1085,-0.4190316773149356,-0.0014174572154958473,-0.0012757281162729082,-0.001344168664060792
2112,-0.4170671329924853,-0.0014153921187519457,-0.001424315703939978,-0.0013780574307951231
1366,-0.41706624302632567,-0.0013330896930086556,-0.001350892244804902,-0.0012867091331024054
1935,-0.4169817464480643,-0.001292876686506537,-0.0013760254555414185,-0.0013488678008886524
1730,-0.4167772247535113,-0.0013525798559452663,-0.0013494421884114038,-0.0013637900163030407
1046,-0.41644391489927024,-0.0013471544933786857,-0.0013595794107822828,-0.0013921374839137319
248,-0.4158107070813548,-0.0014986418631879688,-0.001359383722386079,-0.0013681020175432483
2,-0.41580088953401484,-0.00118333971520918,-0.0014529930053427285,-0.0013909558387973642
2247,-0.4155832713721417,-0.0013375739130136288,-0.0013544091011080557,-0.001328805283239029
229,-0.4154292983643908,-0.0013799735029075913,-0.0012692622221154477,-0.0013371872005351255
1254,-0.4150834314883718,-0.0012492261098032637,-0.001337675782684499,-0.0012976512257353455
1015,-0.4149938436240508,-0.0013353584109890605,-0.001304134850692117,-0.0013462586664620203
2478,-0.41435611636225955,-0.0013660268779944753,-0.0013816770266026155,-0.0013602076053459671
45,-0.4140565688649118,-0.0013452933401474016,-0.0013031055103956378,-0.0013628511808182356
2017,-0.412816105863852,-0.001454470300532058,-0.0013996725801200616,-0.0013657105963875472
281,-0.4126188726136988,-0.0014352012876551294,-0.0013247214858057587,-0.0013197738614695005
996,-0.4121654710340672,-0.00135642816863982,-0.001323810500267026,-0.0013530259258223345
401,-0.4092366786200634,-0.001344185159104944,-0.0012133250089955705,-0.0013503154297075282
1407,-0.4074519498299365,-0.0012712089069811946,-0.0013142347818292583,-0.0013320108373256086
1753,-0.4071194374160736,-0.0014249138538314735,-0.0013420395617319927,-0.0013327765659545039
1872,-0.4062210633381733,-0.0013239825083746482,-0.001316531460932739,-0.0013628802952255698
2425,-0.4061883791025127,-0.001469099465422913,-0.001304168425762754,-0.0013506868941526474
1159,-0.4057268879185105,-0.0014742522647356222,-0.0013185895064670849,-0.0013275714556818749
211,-0.40527632352813514,-0.0014017859979471683,-0.0013289132397026498,-0.001356063190930226
2018,-0.4046015632543225,-0.001573937145978667,-0.001273685464230535,-0.0014048835508213033
653,-0.4037366562045368,-0.0014007517531595271,-0.0013215858056052948,-0.0013489740506348127
450,-0.4027516136747318,-0.0012931551160968782,-0.0013224871316045502,-0.001308019173000341
1460,-0.4002833680601774,-0.0014791758440569872,-0.0014007823514988445,-0.0013486069532558478
1229,-0.39945660633992275,-0.0014110742414523599,-0.0013702942301484678,-0.001366430256698121
2305,-0.39827719246603777,-0.0013088684507080283,-0.0014047590805746147,-0.001371158348479341
1774,-0.39824441018027246,-0.001454090278349257,-0.0014171106593251258,-0.0013967649630044002
2324,-0.39804969694908565,-0.001334220487776689,-0.001280676661980536,-0.0013586049584334973
2326,-0.3972699609978818,-0.001167515433323209,-0.001354003057671271,-0.001355137631617298
851,-0.3966445551040987,-0.0012541670255355063,-0.0013254576438126442,-0.0013491527812622354
2277,-0.39636302847047356,-0.0012958643371120122,-0.001391953241708824,-0.0013882228271732413
146,-0.3954597750019213,-0.0013863562834252373,-0.0013704058354364792,-0.0013714568942841245
478,-0.39544108263857325,-0.0013730101078410527,-0.0013463071334917013,-0.0013135092388942902
335,-0.39512706172284173,-0.0014458068956685027,-0.0012813389374656272,-0.0013729227877743281
949,-0.39501682044581465,-0.0013537774698906256,-0.0014548598076459373,-0.001356863975490589
1950,-0.3949425002429805,-0.0013929654510116906,-0.0014444837849918154,-0.0013058289184222415
1719,-0.3947253192859028,-0.0012788265682791874,-0.001306081145468797,-0.001337918319044192
1504,-0.39459614171986357,-0.0012081096193799026,-0.0013035764920965942,-0.0013283670346446311
504,-0.3938239961257648,-0.001283429229916261,-0.001294324904169744,-0.0013548107411209145
148,-0.3923019060011781,-0.0016404342972032137,-0.0014190271682770416,-0.0013418876551567096
876,-0.39204945249699996,-0.0013446608781330423,-0.0014021685262014625,-0.0013209038075535434
1213,-0.3899913315361534,-0.0013312619168375944,-0.001252734187163052,-0.0013880676574255873
1140,-0.38852688728001206,-0.00137442946624076,-0.0013432695819802598,-0.0013435946007376352
516,-0.3872869136049095,-0.001417122609439223,-0.0014586475668147286,-0.001365986473188209
1139,-0.38567284442182803,-0.0013405482175261661,-0.001232721286563363,-0.001381606492252335
2250,-0.385393987164524,-0.0014055448635982134,-0.0012800423090196693,-0.0014148056847934586
1962,-0.3825331640387648,-0.001431475203694655,-0.0013152763526271677,-0.0013660986510135016
1147,-0.3824260903927488,-0.001325684986400734,-0.0013336111434067424,-0.0013281933065497618
18,-0.38201279042875735,-0.0013558100119504058,-0.0013354733550357215,-0.0013007014973201083
1584,-0.38147550389513496,-0.0014487858411489866,-0.0012582641887406132,-0.0013358509783356692
1800,-0.3814329766169573,-0.0014164130006582465,-0.0013110219005390438,-0.001323996865811254
162,-0.38098022706164447,-0.0013697736639591053,-0.0013489860119923127,-0.0013847991166703042
2213,-0.38018927870439545,-0.0013316462121931234,-0.0012919465359544197,-0.001360825240856458
233,-0.3789268774278274,-0.0015493788385951461,-0.0013397408545563318,-0.0013601639220709348
1992,-0.3781891069573524,-0.0014267188699589942,-0.001380986930863226,-0.0013349788224216968
1400,-0.37701702604284804,-0.0015065111358063255,-0.0013095592932441953,-0.00132254104416966
921,-0.37594137017277673,-0.0014571915686609526,-0.0013234841424868999,-0.0012969280157544144
1062,-0.37503392066595387,-0.001445722808561859,-0.0013132732493039438,-0.001325111040918584
2361,-0.3742768184961822,-0.0014001505894601163,-0.0013151276789620805,-0.001321040854032062
1946,-0.37413262624562793,-0.0011820736151478125,-0.0013243119281408666,-0.0013366153034076627
1942,-0.372836013178373,-0.0015420819274025578,-0.001277893086776748,-0.0013388345805355306
1991,-0.37255722264194957,-0.0013826545976475084,-0.0014071694430124744,-0.0013545358400792664
1830,-0.3720821862687582,-0.0013458742495726054,-0.0013271284895530959,-0.0013767467682966768
883,-0.37114585307383696,-0.0013381987626734848,-0.001359937385880926,-0.0013577579929979497
2396,-0.370944289280319,-0.0014053145756983598,-0.0013505638444144346,-0.0013405980740206823
601,-0.37063902646023994,-0.0012705895715271938,-0.0013891917242644118,-0.0013487989893044743
790,-0.37046593948883566,-0.0011803393826692909,-0.0013568671136676268,-0.0013323692777789974
1072,-0.370155343266793,-0.0013211077021671486,-0.0013290959396838314,-0.0013329411999844331
2391,-0.3701308249699786,-0.0012645642240083916,-0.0014399748528817113,-0.0013095782658166895
2417,-0.36983520861262464,-0.0014314733096527066,-0.0014094609985658498,-0.0013686955315199004
1080,-0.3689540398576181,-0.001369820626636176,-0.001361364216313107,-0.0013674177087304284
943,-0.3668343593989474,-0.001432117437847847,-0.0013058159731823133,-0.0013437841664657218
31,-0.3662892730910492,-0.001361300136791578,-0.0013753419102554916,-0.0013426324875653733
1726,-0.3653601823493027,-0.0013323837930105235,-0.0012966428185825184,-0.001377932044164254
611,-0.3642570597989727,-0.0013492339763541996,-0.0013434531699468787,-0.0013403822498372399
2153,-0.36319745698893646,-0.0013012928802528009,-0.0013774346815245359,-0.0013040419669523183
2179,-0.3616523367515543,-0.0014814347908755914,-0.0013790276294127313,-0.001371496593974747
1670,-0.3610925127311664,-0.0011695141499582621,-0.0013807788545638394,-0.0013814807002145342
1676,-0.3602584873732715,-0.001221219539193887,-0.0013530369573204353,-0.0013590799159244116
1471,-0.3596089681495882,-0.0012874237727786106,-0.0013909992160408315,-0.00134178961350694
1459,-0.3589817881642057,-0.0014655012891634873,-0.0013238330033205378,-0.0013675541259121514
425,-0.35519340227802587,-0.0013375682773483515,-0.0013058697533070332,-0.001339641132030404
605,-0.3520054442727052,-0.0012835469997616441,-0.0013327093780632735,-0.0013852879565913413
1298,-0.35094942479825564,-0.0011576648523080489,-0.001371191312941418,-0.0013064776147470923
1118,-0.3505093706927489,-0.0012893656296520714,-0.001366499009558973,-0.0013774461701242231
1036,-0.3502559410070516,-0.001309901379960552,-0.0013847243869739322,-0.0013732719300470421
1220,-0.3501337501906996,-0.001401156015808823,-0.0014834421614175921,-0.0013007217037042116
1890,-0.34999124273283466,-0.0013651706923002987,-0.0013817977526508437,-0.0013588925570417534
1368,-0.3489845221786989,-0.0013709975525791282,-0.001280607640482443,-0.0013505307595788176
2184,-0.34657244736593174,-0.0012697264205800479,-0.0013096198622243522,-0.00133900403248061
1707,-0.34473149116022905,-0.0014081154042744945,-0.0014044614478465852,-0.0013014924242599104
1529,-0.3446421818318013,-0.0014949298418707796,-0.0013271467392517516,-0.0013581247427508338
295,-0.34404229950000587,-0.0012536083672697088,-0.0013919745474952779,-0.0013225732779891571
1341,-0.33935728932753384,-0.0013201805178897923,-0.0013374675473501868,-0.0013370489872766666
189,-0.3388319259534094,-0.0014218356167267228,-0.001326719226892386,-0.0013554514104328506
420,-0.3379336630033791,-0.0012411343126663289,-0.0013789132149861587,-0.001362497467519615
197,-0.3358963496542342,-0.0015376606987963352,-0.001382418136680889,-0.0013728309923734308
1289,-0.3327981061530969,-0.0013665228896645287,-0.001406800246160885,-0.001337934890943531
54,-0.33147133154563146,-0.0012374768184705326,-0.001305402317928963,-0.001325148794854456
2002,-0.3306107224269754,-0.0014616408392544794,-0.001372807825241914,-0.0013623308780794515
8,-0.3302243081682572,-0.001172862517080528,-0.0013113680041502793,-0.0013284098488970991
1579,-0.32996302264901445,-0.0012920438653465094,-0.001383996157864751,-0.0013439721184304628
2496,-0.32931368165325003,-0.0013403406539266919,-0.0013159821646590325,-0.0013305028315468096
2114,-0.3291301781800424,-0.0013037673409882786,-0.0014065634061131492,-0.0013787984258445008
2409,-0.32846433028303945,-0.001490258822784359,-0.001405915238931483,-0.0013395325917263362
1501,-0.3279140187978735,-0.0014348484563693116,-0.001337741972193306,-0.0013420048167058617
1237,-0.32757621576339924,-0.0015760714356221693,-0.0013482475027288873,-0.0013473325709986521
477,-0.3272615765008853,-0.0013637833777164928,-0.0013983913854745912,-0.001349274189829191
720,-0.32597536028537943,-0.0013372288529898354,-0.0012989322878211886,-0.0013516233581249643
1960,-0.32540612198229435,-0.0014257421977766243,-0.001345119242349765,-0.001394791019010812
2310,-0.32130510372797394,-0.0013666393086873255,-0.001400507690047859,-0.00133808143302899
685,-0.32049546184432987,-0.0013142653375950776,-0.0013149263581165443,-0.001345594553954398
2459,-0.32032916823797586,-0.0013629520145738295,-0.0013330431809054145,-0.0013597217194637199
252,-0.31978181324807053,-0.0012281835174557984,-0.0013076090904044124,-0.0013279594917987388
442,-0.31895822736792656,-0.0013926786000310386,-0.0013581371455364322,-0.0013330244953168758
1919,-0.3185086694566661,-0.0014407924155998453,-0.0013875468748154854,-0.0013656856332979652
1204,-0.31798310881933545,-0.0013826362447976388,-0.0014044013285110931,-0.0013363957221309184
57,-0.31736768452576913,-0.0012618892827598773,-0.0013631221231148515,-0.0013339788243869474
208,-0.31735688485271685,-0.00137009300912761,-0.0013508007654022096,-0.0013360648276743946
1424,-0.3171337910208598,-0.0014038754247907884,-0.001353173054330114,-0.0013616555262072063
1767,-0.3168068254633778,-0.0013585711884178174,-0.0013121167967017717,-0.0013550327472378876
1993,-0.3163796775600305,-0.0014198528157545382,-0.0013097976189426542,-0.0013552891890178194
2311,-0.31471844434045426,-0.0014066314287897346,-0.0013506211849228953,-0.0013477517937964592
1425,-0.3141905697124203,-0.0013190496285161975,-0.0013413835142253004,-0.001393011995947113
2101,-0.31196164564810824,-0.0014137823189605701,-0.0012738334992830203,-0.0013759127021040853
149,-0.31177497585142144,-0.001362088826287528,-0.0013916652779815098,-0.0013430085681756564
2093,-0.31160127130485615,-0.0011851851792842626,-0.0013355220454207351,-0.0013431570009692533
1493,-0.31119979118755947,-0.0014741257082989266,-0.001305055861170587,-0.0013192746550143844
820,-0.3090736224685906,-0.001366068226307204,-0.0013015608333679916,-0.0013720243709033548
32,-0.3082363241253594,-0.0013325395380477402,-0.0013309879086728922,-0.0013286652877535035
214,-0.30794406066142344,-0.0013798169489417714,-0.001340813598669851,-0.0013398997521472775
194,-0.3070907791394275,-0.001448856640994014,-0.00125931422466965,-0.001354650383291197
2333,-0.30706261743812924,-0.001278476507155803,-0.001320351341302362,-0.001367639566731693
88,-0.30666953259434404,-0.0012284074377143547,-0.0012949846186886165,-0.0013715821115931784
1947,-0.3066421166541258,-0.0012874676234455827,-0.0014376458484717505,-0.0013471805182904263
1654,-0.3056864265080308,-0.001174451206887488,-0.0013503538604668697,-0.0013287797336024617
705,-0.3044280925116689,-0.0013727329027890343,-0.0012889777516039023,-0.0013499478067816688
1619,-0.3041660008883418,-0.0014375442921915438,-0.0013659295452725787,-0.0013802836539598903
369,-0.30124713729128016,-0.0014018614131506818,-0.0012624060963488054,-0.0013608412681823574
216,-0.3008431821362456,-0.0014168331549528478,-0.001349575286792204,-0.0014099214187116742
1762,-0.29888488708819727,-0.0014475656711189484,-0.001319848871706908,-0.0014001415551125353
1241,-0.29758960056983685,-0.0014559166722438145,-0.0013271155880299596,-0.0013260334813505375
917,-0.2971580894626542,-0.0013348550589782075,-0.0013429019234728282,-0.0013167664603395098
579,-0.2959166888442317,-0.0012953238078655684,-0.0013935845439920725,-0.001355892183256087
